item_id,name,category,price,short_description,designer,depth,height,width,other_colors,sellable_online,rating,reviews_count
IKEA00581,EKET,Desk,2257,Simple design with clean Scandinavian lines.,IKEA Design Team,39,97,106,"Green, White, Beige",True,3.8,256
IKEA00582,BRIMNES,Dining Furniture,16538,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,55,156,47,"Beige, Grey, Oak",False,4.7,326
IKEA00583,ALEX,Storage,45997,Simple design with clean Scandinavian lines.,IKEA Design Team,67,161,177,"White, Blue, Brown",True,4.2,79
IKEA00584,BESTA,Storage,45933,Compact furniture suitable for small apartments.,Henrik Preutz,40,43,99,"Beige, Oak, Green",True,3.1,154
IKEA00585,MICKE,Dining Furniture,5533,Affordable and stylish furniture for everyday use.,Jon Karlsson,100,76,54,"Brown, Grey, Green",True,4.7,355
IKEA00586,TROFAST,Bed,18289,Space-saving furniture with easy assembly.,Henrik Preutz,32,166,178,"Beige, Blue, Black",True,3.3,149
IKEA00587,BESTA,Storage,27499,Durable furniture with practical storage space.,Jon Karlsson,33,85,69,"Oak, Blue, Black",True,3.8,474
IKEA00588,BILLY,Chair,9099,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,64,109,122,"Brown, Blue, Oak",True,3.3,160
IKEA00589,KALLAX,Chair,15071,Compact furniture suitable for small apartments.,Jon Karlsson,49,108,62,"Oak, Black, White",False,4.4,406
IKEA00590,BILLY,Chair,1731,Simple design with clean Scandinavian lines.,Monika Mulder,75,40,80,"Black, White, Beige",True,3.9,470
IKEA00591,LACK,Sofa,4840,Durable furniture with practical storage space.,IKEA Design Team,32,61,184,"Oak, Grey, Black",True,4.3,19
IKEA00592,BILLY,Table,49401,Durable furniture with practical storage space.,Ola Wihlborg,64,120,71,"Oak, Grey, Blue",True,3.2,301
IKEA00593,TROFAST,Sofa,35156,Compact furniture suitable for small apartments.,Jon Karlsson,56,73,167,"White, Beige, Green",True,4.8,440
IKEA00594,BRIMNES,Storage,24515,Space-saving furniture with easy assembly.,Ola Wihlborg,43,142,57,"Brown, Blue, Green",False,3.8,268
IKEA00595,HEMNES,Bookshelf,7894,Simple design with clean Scandinavian lines.,Henrik Preutz,35,149,58,"Brown, Oak, Green",True,4.1,25
IKEA00596,BILLY,Wardrobe,32854,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,56,146,183,"Grey, Beige, Oak",True,4.1,153
IKEA00597,IVAR,Bookshelf,12871,Simple design with clean Scandinavian lines.,IKEA Design Team,80,203,124,"Brown, White, Beige",False,4.3,207
IKEA00598,EKET,Cabinet,43657,Space-saving furniture with easy assembly.,IKEA Design Team,35,66,131,"Blue, Beige, Grey",True,4.5,461
IKEA00599,MALM,Chair,24335,Compact furniture suitable for small apartments.,Henrik Preutz,45,182,133,"Black, Green, Oak",False,3.6,370
IKEA00600,TROFAST,TV Unit,39404,Durable furniture with practical storage space.,Monika Mulder,65,151,200,"Blue, Oak, Grey",True,3.3,237
IKEA00601,BILLY,Chair,16928,Minimalist design suitable for modern homes.,Monika Mulder,49,190,64,"White, Green, Beige",True,4.7,260
IKEA00602,ALEX,Sofa,12236,Minimalist design suitable for modern homes.,Ola Wihlborg,61,69,107,"Black, Blue, White",False,4.6,108
IKEA00603,LACK,Dining Furniture,33129,Minimalist design suitable for modern homes.,Ola Wihlborg,53,168,117,"White, Blue, Green",False,4.8,65
IKEA00604,PAX,Storage,21113,Simple design with clean Scandinavian lines.,Monika Mulder,76,147,39,"White, Black, Grey",True,4.8,89
IKEA00605,EKET,Bookshelf,9312,Durable furniture with practical storage space.,Monika Mulder,82,58,175,"Green, Beige, Grey",False,4.0,442
IKEA00606,MALM,Cabinet,4151,Minimalist design suitable for modern homes.,Henrik Preutz,83,181,126,"Beige, Blue, Brown",True,3.1,307
IKEA00607,KALLAX,Table,24512,Durable furniture with practical storage space.,Ola Wihlborg,23,190,117,"Blue, White, Oak",True,5.0,215
IKEA00608,BESTA,Sofa,43834,Compact furniture suitable for small apartments.,Jon Karlsson,50,195,109,"Black, Beige, White",True,3.2,91
IKEA00609,KALLAX,Cabinet,21871,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,74,175,161,"Blue, Brown, White",False,4.2,167
IKEA00610,PAX,TV Unit,26077,Durable furniture with practical storage space.,Ola Wihlborg,32,155,55,"Oak, Brown, Green",True,3.3,158
IKEA00611,BESTA,Bookshelf,13721,Minimalist design suitable for modern homes.,IKEA Design Team,88,84,103,"Grey, White, Brown",False,4.6,324
IKEA00612,BRIMNES,Chair,47534,Simple design with clean Scandinavian lines.,Ola Wihlborg,32,181,116,"Grey, White, Green",False,3.9,182
IKEA00613,TROFAST,Chair,43198,Simple design with clean Scandinavian lines.,Henrik Preutz,84,106,140,"Beige, Black, Oak",False,3.5,268
IKEA00614,EKET,Dining Furniture,36384,Compact furniture suitable for small apartments.,IKEA Design Team,100,210,162,"Brown, Grey, Oak",True,4.3,426
IKEA00615,BRIMNES,Storage,18058,Space-saving furniture with easy assembly.,Ola Wihlborg,98,141,174,"White, Grey, Black",True,3.9,128
IKEA00616,MALM,Dining Furniture,20177,Simple design with clean Scandinavian lines.,Monika Mulder,72,111,46,"Oak, Blue, Green",True,4.6,335
IKEA00617,MALM,Bed,45512,Affordable and stylish furniture for everyday use.,Jon Karlsson,71,91,59,"Brown, Black, White",True,4.6,163
IKEA00618,EKET,Storage,37187,Minimalist design suitable for modern homes.,Monika Mulder,24,81,70,"Grey, Black, White",True,4.6,147
IKEA00619,ALEX,Cabinet,12032,Space-saving furniture with easy assembly.,IKEA Design Team,82,35,44,"Black, Brown, Grey",True,4.7,466
IKEA00620,PAX,Wardrobe,44517,Space-saving furniture with easy assembly.,IKEA Design Team,70,215,65,"Oak, White, Grey",True,4.0,429
IKEA00621,POANG,Cabinet,17001,Minimalist design suitable for modern homes.,IKEA Design Team,50,183,61,"Beige, Brown, Grey",False,4.6,385
IKEA00622,HEMNES,Bookshelf,14786,Compact furniture suitable for small apartments.,IKEA Design Team,42,84,100,"Green, Oak, Brown",True,4.0,196
IKEA00623,BRIMNES,Chair,21240,Affordable and stylish furniture for everyday use.,Monika Mulder,80,204,93,"Grey, Blue, Black",True,4.0,193
IKEA00624,IVAR,Bed,1880,Space-saving furniture with easy assembly.,Ola Wihlborg,24,219,199,"White, Beige, Blue",True,3.5,201
IKEA00625,LACK,Dining Furniture,46414,Durable furniture with practical storage space.,IKEA Design Team,88,90,143,"Blue, White, Oak",True,3.6,484
IKEA00626,IVAR,Desk,19990,Compact furniture suitable for small apartments.,Jon Karlsson,76,191,111,"Blue, Green, White",True,4.7,426
IKEA00627,TROFAST,Storage,31372,Space-saving furniture with easy assembly.,Monika Mulder,62,213,138,"Black, Blue, Green",True,4.0,185
IKEA00628,PAX,TV Unit,48289,Simple design with clean Scandinavian lines.,Ola Wihlborg,61,146,37,"White, Beige, Blue",True,4.3,410
IKEA00629,ALEX,Table,700,Minimalist design suitable for modern homes.,Jon Karlsson,100,108,110,"Black, White, Green",True,4.0,398
IKEA00630,IVAR,Dining Furniture,9024,Simple design with clean Scandinavian lines.,Ola Wihlborg,72,111,145,"Green, Blue, Beige",True,3.5,356
IKEA00631,POANG,Wardrobe,18966,Compact furniture suitable for small apartments.,IKEA Design Team,73,124,76,"Blue, Oak, Grey",True,3.0,16
IKEA00632,MICKE,Dining Furniture,40607,Space-saving furniture with easy assembly.,Jon Karlsson,31,148,80,"Grey, Beige, Black",True,3.8,224
IKEA00633,POANG,Bed,10280,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,41,175,60,"White, Beige, Grey",False,4.5,480
IKEA00634,EKET,Dining Furniture,32883,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,46,78,98,"Grey, Beige, Oak",False,3.3,443
IKEA00635,HEMNES,TV Unit,14626,Simple design with clean Scandinavian lines.,Henrik Preutz,44,137,76,"Blue, Green, Black",True,3.6,139
IKEA00636,HEMNES,TV Unit,30054,Compact furniture suitable for small apartments.,Henrik Preutz,94,205,195,"Green, White, Blue",False,3.3,170
IKEA00637,BRIMNES,Bookshelf,45512,Compact furniture suitable for small apartments.,Monika Mulder,74,218,182,"Grey, White, Blue",True,3.1,481
IKEA00638,HEMNES,Storage,23718,Affordable and stylish furniture for everyday use.,Ola Wihlborg,25,31,94,"Blue, Brown, Oak",True,3.3,461
IKEA00639,MICKE,Sofa,38541,Compact furniture suitable for small apartments.,Henrik Preutz,41,158,156,"Beige, Oak, Black",True,3.6,276
IKEA00640,PAX,Table,17564,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,25,62,157,"Grey, Beige, Brown",False,3.6,453
IKEA00641,LACK,TV Unit,17784,Affordable and stylish furniture for everyday use.,Henrik Preutz,75,72,110,"Green, Blue, Black",False,3.1,81
IKEA00642,KALLAX,Desk,12501,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,53,71,149,"Blue, White, Oak",True,3.9,368
IKEA00643,MICKE,Storage,30498,Minimalist design suitable for modern homes.,IKEA Design Team,38,61,119,"Black, Green, Brown",True,4.7,388
IKEA00644,MICKE,Bed,37411,Space-saving furniture with easy assembly.,Ola Wihlborg,47,179,31,"Brown, Oak, White",True,4.5,351
IKEA00645,BILLY,Wardrobe,2200,Durable furniture with practical storage space.,IKEA Design Team,70,125,181,"Black, Blue, Brown",True,3.1,240
IKEA00646,IVAR,Dining Furniture,31946,Minimalist design suitable for modern homes.,Henrik Preutz,96,198,31,"Beige, White, Green",False,3.6,379
IKEA00647,BRIMNES,TV Unit,8974,Compact furniture suitable for small apartments.,IKEA Design Team,56,112,44,"Black, Grey, Blue",False,3.2,135
IKEA00648,MALM,Desk,26642,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,46,71,129,"Blue, Brown, Beige",True,3.2,256
IKEA00649,TROFAST,Bookshelf,48726,Simple design with clean Scandinavian lines.,Henrik Preutz,97,63,121,"Black, Blue, Brown",True,4.0,458
IKEA00650,PAX,Storage,18094,Affordable and stylish furniture for everyday use.,Ola Wihlborg,74,53,138,"Beige, Grey, Black",False,4.3,52
IKEA00651,KALLAX,Cabinet,22895,Minimalist design suitable for modern homes.,Jon Karlsson,39,156,164,"Black, Brown, Oak",False,3.2,415
IKEA00652,EKET,Bed,10238,Compact furniture suitable for small apartments.,Henrik Preutz,51,163,139,"Grey, Green, White",True,4.8,267
IKEA00653,BILLY,Cabinet,28346,Minimalist design suitable for modern homes.,IKEA Design Team,79,199,175,"Grey, Brown, Blue",True,4.5,13
IKEA00654,BILLY,Dining Furniture,30834,Compact furniture suitable for small apartments.,Jon Karlsson,70,41,51,"Blue, Beige, Brown",True,4.2,237
IKEA00655,TROFAST,Dining Furniture,29986,Affordable and stylish furniture for everyday use.,Henrik Preutz,63,77,84,"Brown, White, Beige",True,4.7,59
IKEA00656,PAX,Cabinet,1673,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,34,33,73,"Green, Oak, Beige",False,4.7,499
IKEA00657,BRIMNES,TV Unit,48072,Minimalist design suitable for modern homes.,Henrik Preutz,99,187,122,"Blue, Green, Brown",True,3.3,12
IKEA00658,HEMNES,Chair,1540,Space-saving furniture with easy assembly.,Jon Karlsson,23,83,153,"Brown, Beige, Black",False,4.7,444
IKEA00659,TROFAST,Cabinet,13010,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,79,67,151,"Blue, White, Green",True,4.8,383
IKEA00660,BRIMNES,Storage,32287,Minimalist design suitable for modern homes.,IKEA Design Team,77,179,92,"Oak, Brown, Grey",False,3.1,9
IKEA00661,BILLY,Dining Furniture,47232,Minimalist design suitable for modern homes.,Monika Mulder,83,218,178,"Grey, White, Oak",False,4.0,307
IKEA00662,BRIMNES,TV Unit,44976,Simple design with clean Scandinavian lines.,Monika Mulder,49,212,45,"White, Oak, Grey",True,4.1,142
IKEA00663,ALEX,Bookshelf,31519,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,99,195,118,"Green, Beige, Oak",True,3.3,376
IKEA00664,HEMNES,Storage,23033,Minimalist design suitable for modern homes.,Jon Karlsson,84,86,180,"Beige, Grey, Green",False,3.3,155
IKEA00665,BRIMNES,Bookshelf,27818,Simple design with clean Scandinavian lines.,Henrik Preutz,80,71,189,"Oak, Brown, Beige",True,4.3,71
IKEA00666,MALM,Desk,10743,Affordable and stylish furniture for everyday use.,Monika Mulder,32,136,156,"Grey, Black, Blue",True,5.0,188
IKEA00667,LACK,Wardrobe,44862,Compact furniture suitable for small apartments.,Jon Karlsson,84,38,46,"Beige, Oak, White",True,3.2,119
IKEA00668,EKET,Bed,22802,Simple design with clean Scandinavian lines.,Henrik Preutz,25,172,98,"Brown, Blue, Beige",True,4.4,479
IKEA00669,EKET,Storage,7768,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,98,56,173,"White, Grey, Green",True,4.3,450
IKEA00670,HEMNES,Wardrobe,10790,Space-saving furniture with easy assembly.,Henrik Preutz,76,159,157,"Black, Green, Beige",True,3.7,75
IKEA00671,BILLY,Desk,29276,Minimalist design suitable for modern homes.,IKEA Design Team,51,151,117,"Grey, Green, Black",True,3.5,371
IKEA00672,TROFAST,Bookshelf,24134,Space-saving furniture with easy assembly.,Jon Karlsson,39,165,137,"Oak, Black, Green",False,4.8,464
IKEA00673,EKET,Cabinet,45207,Durable furniture with practical storage space.,IKEA Design Team,76,67,32,"Black, White, Brown",True,3.8,400
IKEA00674,MALM,Bookshelf,4527,Minimalist design suitable for modern homes.,IKEA Design Team,39,177,44,"Grey, Oak, Blue",True,4.4,165
IKEA00675,BESTA,Sofa,18834,Affordable and stylish furniture for everyday use.,Ola Wihlborg,38,209,133,"Green, Beige, Black",False,4.4,459
IKEA00676,TROFAST,Dining Furniture,27008,Simple design with clean Scandinavian lines.,Jon Karlsson,58,51,39,"Beige, Oak, Green",True,4.0,281
IKEA00677,LACK,Desk,6582,Affordable and stylish furniture for everyday use.,Ola Wihlborg,59,163,117,"Brown, White, Blue",True,3.5,401
IKEA00678,LACK,Bookshelf,33612,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,67,96,190,"Beige, White, Blue",True,3.9,298
IKEA00679,BRIMNES,Sofa,30196,Durable furniture with practical storage space.,Jon Karlsson,94,174,190,"Oak, Brown, Blue",True,4.3,422
IKEA00680,BRIMNES,TV Unit,44567,Compact furniture suitable for small apartments.,Monika Mulder,86,218,93,"Black, Brown, Grey",True,4.6,189
IKEA00681,EKET,Chair,10103,Space-saving furniture with easy assembly.,Monika Mulder,72,50,53,"White, Oak, Black",False,3.4,44
IKEA00682,BESTA,Dining Furniture,34987,Minimalist design suitable for modern homes.,Ola Wihlborg,91,162,131,"Grey, Green, Oak",False,5.0,357
IKEA00683,EKET,Bookshelf,11171,Compact furniture suitable for small apartments.,Ola Wihlborg,36,154,147,"Brown, Beige, Grey",True,4.4,238
IKEA00684,EKET,Sofa,49421,Compact furniture suitable for small apartments.,Ola Wihlborg,67,60,184,"Blue, White, Green",True,4.1,25
IKEA00685,MICKE,Table,8215,Durable furniture with practical storage space.,Henrik Preutz,67,107,105,"Green, White, Black",True,4.6,220
IKEA00686,KALLAX,Bed,19077,Compact furniture suitable for small apartments.,Jon Karlsson,82,30,61,"Beige, White, Blue",False,4.0,163
IKEA00687,POANG,Storage,22638,Simple design with clean Scandinavian lines.,Monika Mulder,80,214,185,"Brown, Blue, Black",False,4.5,346
IKEA00688,EKET,Table,48200,Durable furniture with practical storage space.,IKEA Design Team,99,200,189,"Blue, Oak, Black",False,3.7,28
IKEA00689,ALEX,Storage,48727,Durable furniture with practical storage space.,IKEA Design Team,41,211,36,"Grey, Green, Beige",True,4.3,48
IKEA00690,HEMNES,TV Unit,36008,Affordable and stylish furniture for everyday use.,IKEA Design Team,92,163,78,"Green, Grey, White",True,4.3,277
IKEA00691,MALM,Sofa,18518,Simple design with clean Scandinavian lines.,Jon Karlsson,51,210,178,"Green, White, Grey",True,3.8,28
IKEA00692,EKET,Sofa,22778,Minimalist design suitable for modern homes.,Jon Karlsson,73,36,165,"Beige, Oak, Brown",True,3.2,55
IKEA00693,MICKE,Table,19199,Compact furniture suitable for small apartments.,Jon Karlsson,52,52,69,"Grey, Oak, Beige",True,3.1,497
IKEA00694,BESTA,Table,2279,Space-saving furniture with easy assembly.,IKEA Design Team,58,129,55,"Beige, Black, Oak",True,3.5,487
IKEA00695,IVAR,Chair,3898,Compact furniture suitable for small apartments.,Jon Karlsson,96,180,90,"Green, Grey, Blue",False,4.9,142
IKEA00696,KALLAX,Wardrobe,30961,Affordable and stylish furniture for everyday use.,Monika Mulder,28,153,37,"Blue, Beige, Black",True,3.5,498
IKEA00697,POANG,Dining Furniture,7151,Compact furniture suitable for small apartments.,Ola Wihlborg,36,107,175,"Blue, Oak, White",True,4.6,77
IKEA00698,BESTA,Cabinet,11521,Simple design with clean Scandinavian lines.,Jon Karlsson,88,138,172,"Green, White, Blue",False,4.9,322
IKEA00699,LACK,Dining Furniture,11468,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,81,99,183,"Grey, Blue, Beige",False,5.0,436
IKEA00700,ALEX,Desk,38847,Simple design with clean Scandinavian lines.,Ola Wihlborg,56,41,71,"Black, Brown, White",False,4.4,430
IKEA00701,MALM,Cabinet,18813,Minimalist design suitable for modern homes.,Jon Karlsson,98,159,111,"Beige, Green, Brown",False,3.5,344
IKEA00702,BESTA,Wardrobe,14302,Minimalist design suitable for modern homes.,Ola Wihlborg,62,34,64,"White, Grey, Oak",True,4.8,349
IKEA00703,MALM,Bookshelf,36923,Space-saving furniture with easy assembly.,Monika Mulder,70,167,50,"Black, Grey, White",False,4.3,185
IKEA00704,IVAR,Bookshelf,39906,Durable furniture with practical storage space.,Monika Mulder,42,208,32,"Black, Oak, Brown",True,3.9,118
IKEA00705,BRIMNES,Sofa,18923,Space-saving furniture with easy assembly.,Henrik Preutz,44,53,187,"Grey, Blue, Beige",True,3.5,257
IKEA00706,BESTA,Sofa,18898,Minimalist design suitable for modern homes.,Ola Wihlborg,46,31,80,"Blue, White, Brown",False,3.3,104
IKEA00707,ALEX,TV Unit,44550,Space-saving furniture with easy assembly.,Ola Wihlborg,92,74,46,"Brown, Beige, White",True,3.5,296
IKEA00708,IVAR,Desk,34779,Space-saving furniture with easy assembly.,Henrik Preutz,44,203,35,"Grey, Beige, Green",False,3.0,223
IKEA00709,ALEX,Dining Furniture,43099,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,75,134,100,"Black, Beige, Grey",False,4.0,269
IKEA00710,TROFAST,Sofa,47764,Compact furniture suitable for small apartments.,IKEA Design Team,55,137,166,"Green, Brown, White",False,3.4,46
IKEA00711,POANG,Sofa,48828,Compact furniture suitable for small apartments.,Monika Mulder,29,93,80,"Brown, Green, Blue",True,4.3,54
IKEA00712,KALLAX,Storage,28807,Simple design with clean Scandinavian lines.,IKEA Design Team,95,190,115,"Grey, Black, White",False,3.5,179
IKEA00713,IVAR,Sofa,22361,Affordable and stylish furniture for everyday use.,Jon Karlsson,29,183,188,"Green, Blue, White",False,4.2,48
IKEA00714,KALLAX,Sofa,25231,Durable furniture with practical storage space.,IKEA Design Team,36,45,143,"White, Brown, Grey",False,3.1,351
IKEA00715,KALLAX,Cabinet,3920,Durable furniture with practical storage space.,Monika Mulder,71,54,188,"Blue, Black, Grey",True,3.9,242
IKEA00716,TROFAST,Bookshelf,41145,Affordable and stylish furniture for everyday use.,IKEA Design Team,63,196,36,"Green, Grey, Brown",True,3.2,11
IKEA00717,POANG,Chair,39354,Simple design with clean Scandinavian lines.,Jon Karlsson,93,62,193,"Grey, Brown, Oak",False,4.4,232
IKEA00718,MALM,Desk,9521,Simple design with clean Scandinavian lines.,IKEA Design Team,27,62,109,"Blue, Grey, Beige",True,3.6,458
IKEA00719,MICKE,Table,10159,Minimalist design suitable for modern homes.,Henrik Preutz,97,117,104,"Beige, White, Grey",True,3.1,264
IKEA00720,IVAR,Cabinet,4077,Minimalist design suitable for modern homes.,Henrik Preutz,45,81,193,"Oak, Blue, White",True,3.4,248
IKEA00721,BRIMNES,Storage,39805,Space-saving furniture with easy assembly.,Henrik Preutz,94,174,115,"Grey, Oak, Brown",True,3.2,453
IKEA00722,TROFAST,Sofa,33000,Compact furniture suitable for small apartments.,IKEA Design Team,48,207,88,"Green, Grey, Black",True,4.0,398
IKEA00723,IVAR,Wardrobe,49000,Minimalist design suitable for modern homes.,Jon Karlsson,71,77,31,"Beige, White, Blue",True,3.1,63
IKEA00724,MALM,Bed,29361,Compact furniture suitable for small apartments.,Ola Wihlborg,66,41,37,"Oak, Black, Brown",True,3.4,139
IKEA00725,BRIMNES,Table,22769,Simple design with clean Scandinavian lines.,Ola Wihlborg,51,75,80,"White, Black, Brown",True,3.0,351
IKEA00726,MALM,Bookshelf,43416,Simple design with clean Scandinavian lines.,IKEA Design Team,63,83,108,"Green, Black, Brown",True,4.3,486
IKEA00727,MICKE,TV Unit,28923,Space-saving furniture with easy assembly.,IKEA Design Team,35,66,63,"Oak, Black, Grey",False,4.4,167
IKEA00728,POANG,Bookshelf,42189,Compact furniture suitable for small apartments.,IKEA Design Team,98,180,78,"Grey, Blue, Black",True,3.5,327
IKEA00729,TROFAST,Bed,8786,Simple design with clean Scandinavian lines.,Ola Wihlborg,94,155,83,"Black, Blue, Oak",True,3.3,203
IKEA00730,TROFAST,Dining Furniture,49725,Affordable and stylish furniture for everyday use.,Henrik Preutz,83,162,148,"Brown, Green, Beige",True,4.1,252
IKEA00731,BRIMNES,Storage,31547,Durable furniture with practical storage space.,Ola Wihlborg,71,193,179,"White, Black, Blue",True,3.9,125
IKEA00732,PAX,Desk,20552,Minimalist design suitable for modern homes.,Monika Mulder,93,70,125,"Grey, Green, White",True,4.5,156
IKEA00733,EKET,Cabinet,23539,Compact furniture suitable for small apartments.,Ola Wihlborg,25,149,161,"Beige, Oak, Blue",False,3.9,193
IKEA00734,TROFAST,Storage,21275,Durable furniture with practical storage space.,Monika Mulder,23,75,143,"Oak, Brown, Beige",True,3.7,47
IKEA00735,LACK,Cabinet,34105,Affordable and stylish furniture for everyday use.,IKEA Design Team,55,88,55,"Black, White, Brown",True,4.1,175
IKEA00736,HEMNES,Dining Furniture,22076,Durable furniture with practical storage space.,Henrik Preutz,55,78,184,"Brown, Blue, Beige",True,3.0,158
IKEA00737,LACK,Wardrobe,26963,Minimalist design suitable for modern homes.,Ola Wihlborg,21,150,197,"Brown, Blue, Oak",True,3.5,388
IKEA00738,HEMNES,Storage,15816,Affordable and stylish furniture for everyday use.,Ola Wihlborg,90,149,148,"Beige, Blue, White",True,4.7,224
IKEA00739,TROFAST,Bookshelf,14234,Minimalist design suitable for modern homes.,Monika Mulder,91,37,125,"Brown, Grey, Black",True,4.9,9
IKEA00740,EKET,Dining Furniture,23742,Durable furniture with practical storage space.,Jon Karlsson,73,138,133,"Grey, Brown, Green",True,4.1,21
IKEA00741,MALM,Table,22142,Affordable and stylish furniture for everyday use.,Ola Wihlborg,97,176,130,"Blue, Black, Oak",True,4.1,101
IKEA00742,EKET,Chair,22049,Affordable and stylish furniture for everyday use.,Monika Mulder,58,53,73,"Black, Beige, Grey",True,3.1,357
IKEA00743,POANG,Storage,2257,Compact furniture suitable for small apartments.,Jon Karlsson,28,128,102,"Oak, Black, Brown",True,3.9,193
IKEA00744,MICKE,Sofa,11759,Durable furniture with practical storage space.,Monika Mulder,70,70,58,"Brown, Grey, Oak",False,4.5,204
IKEA00745,IVAR,Desk,9014,Simple design with clean Scandinavian lines.,Jon Karlsson,59,140,200,"Green, Black, Grey",True,4.2,262
IKEA00746,BRIMNES,Dining Furniture,30577,Durable furniture with practical storage space.,Jon Karlsson,20,66,144,"Black, Blue, Oak",True,4.1,471
IKEA00747,POANG,Storage,30658,Minimalist design suitable for modern homes.,Ola Wihlborg,25,218,53,"Grey, Beige, Oak",True,4.4,369
IKEA00748,TROFAST,Bed,26129,Affordable and stylish furniture for everyday use.,Jon Karlsson,73,93,75,"Blue, Oak, Green",True,4.4,53
IKEA00749,PAX,Sofa,16207,Simple design with clean Scandinavian lines.,Jon Karlsson,55,190,167,"Grey, Beige, White",True,4.8,215
IKEA00750,TROFAST,Cabinet,8443,Durable furniture with practical storage space.,IKEA Design Team,33,159,113,"Blue, Oak, Black",True,3.4,27
IKEA00751,EKET,Sofa,5295,Space-saving furniture with easy assembly.,Monika Mulder,68,117,132,"Oak, Green, White",True,3.5,368
IKEA00752,MALM,Wardrobe,44427,Space-saving furniture with easy assembly.,Monika Mulder,82,148,47,"Black, Grey, Beige",True,4.4,229
IKEA00753,MALM,Storage,18792,Simple design with clean Scandinavian lines.,Jon Karlsson,41,34,185,"Black, Green, Brown",True,4.1,205
IKEA00754,MALM,Chair,44499,Simple design with clean Scandinavian lines.,IKEA Design Team,54,69,142,"Beige, Black, Blue",True,4.8,277
IKEA00755,HEMNES,Storage,46160,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,33,129,108,"Green, White, Grey",True,3.1,198
IKEA00756,TROFAST,Desk,16863,Durable furniture with practical storage space.,Jon Karlsson,45,53,34,"Blue, White, Green",True,4.6,353
IKEA00757,ALEX,Chair,14954,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,41,41,136,"Black, Blue, Brown",True,4.1,102
IKEA00758,POANG,Desk,36000,Minimalist design suitable for modern homes.,Monika Mulder,35,89,84,"Black, Brown, Blue",True,3.0,339
IKEA00759,BESTA,Sofa,26004,Compact furniture suitable for small apartments.,Monika Mulder,48,46,198,"Grey, Beige, Green",True,3.1,458
IKEA00760,HEMNES,Bookshelf,20260,Simple design with clean Scandinavian lines.,Ola Wihlborg,83,56,167,"Brown, Green, White",True,5.0,361
IKEA00761,PAX,Dining Furniture,45962,Compact furniture suitable for small apartments.,Henrik Preutz,42,192,111,"Green, White, Brown",True,4.2,304
IKEA00762,EKET,Bookshelf,33989,Space-saving furniture with easy assembly.,Jon Karlsson,84,180,33,"Oak, White, Grey",True,3.6,382
IKEA00763,PAX,Desk,41115,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,37,125,157,"Grey, Black, Blue",False,3.4,24
IKEA00764,HEMNES,TV Unit,29579,Space-saving furniture with easy assembly.,Henrik Preutz,37,101,111,"White, Grey, Oak",True,4.5,122
IKEA00765,IVAR,Wardrobe,22960,Compact furniture suitable for small apartments.,Jon Karlsson,89,43,200,"Oak, Blue, Beige",True,4.2,200
IKEA00766,MICKE,Wardrobe,12527,Minimalist design suitable for modern homes.,IKEA Design Team,28,155,47,"Oak, White, Beige",True,4.9,69
IKEA00767,BILLY,Table,39337,Affordable and stylish furniture for everyday use.,Jon Karlsson,50,159,50,"Blue, Beige, Oak",True,3.3,106
IKEA00768,HEMNES,Bookshelf,12061,Affordable and stylish furniture for everyday use.,Jon Karlsson,58,103,177,"Green, Beige, Black",True,4.7,251
IKEA00769,BILLY,Wardrobe,26598,Minimalist design suitable for modern homes.,Jon Karlsson,80,142,138,"Blue, Green, Black",False,3.0,200
IKEA00770,PAX,Chair,20174,Affordable and stylish furniture for everyday use.,Ola Wihlborg,39,171,74,"Grey, Oak, Blue",True,3.9,197
IKEA00771,MICKE,TV Unit,32011,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,37,213,150,"Oak, Black, Blue",True,3.0,261
IKEA00772,BRIMNES,Wardrobe,32706,Minimalist design suitable for modern homes.,Monika Mulder,70,220,125,"Blue, Oak, Brown",True,3.8,24
IKEA00773,BILLY,Bookshelf,37566,Compact furniture suitable for small apartments.,Jon Karlsson,75,95,119,"Green, Beige, Blue",True,4.4,338
IKEA00774,PAX,Bookshelf,48711,Compact furniture suitable for small apartments.,Jon Karlsson,81,38,122,"White, Beige, Blue",True,3.5,238
