item_id,name,category,price,short_description,designer,depth,height,width,other_colors,sellable_online,rating,reviews_count,content
IKEA00924,IVAR,Bookshelf,42239,Minimalist design suitable for modern homes.,IKEA Design Team,86,165,91,"Green, Beige, Oak",True,3.6,379,Product Name: IVAR. Category: Bookshelf. Price: 42239. Description: Minimalist design suitable for modern homes.. Designer: IKEA Design Team. Dimensions: 91cm width x 86cm depth x 165cm height.
IKEA00925,EKET,Desk,6515,Durable furniture with practical storage space.,Henrik Preutz,30,120,172,"Oak, Beige, Blue",True,4.4,43,Product Name: EKET. Category: Desk. Price: 6515. Description: Durable furniture with practical storage space.. Designer: Henrik Preutz. Dimensions: 172cm width x 30cm depth x 120cm height.
IKEA00926,EKET,Sofa,14423,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,79,128,78,"Green, White, Brown",True,4.6,394,Product Name: EKET. Category: Sofa. Price: 14423. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Jon Karlsson. Dimensions: 78cm width x 79cm depth x 128cm height.
IKEA00927,MICKE,Cabinet,21035,Simple design with clean Scandinavian lines.,Henrik Preutz,78,197,69,"Black, Green, Blue",True,3.8,236,Product Name: MICKE. Category: Cabinet. Price: 21035. Description: Simple design with clean Scandinavian lines.. Designer: Henrik Preutz. Dimensions: 69cm width x 78cm depth x 197cm height.
IKEA00928,IVAR,TV Unit,34149,Compact furniture suitable for small apartments.,Monika Mulder,44,47,101,"Blue, Black, Beige",True,4.9,300,Product Name: IVAR. Category: TV Unit. Price: 34149. Description: Compact furniture suitable for small apartments.. Designer: Monika Mulder. Dimensions: 101cm width x 44cm depth x 47cm height.
IKEA00929,ALEX,Chair,10151,Minimalist design suitable for modern homes.,IKEA Design Team,34,91,34,"Green, Black, Brown",True,4.0,276,Product Name: ALEX. Category: Chair. Price: 10151. Description: Minimalist design suitable for modern homes.. Designer: IKEA Design Team. Dimensions: 34cm width x 34cm depth x 91cm height.
IKEA00930,EKET,Wardrobe,17903,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,30,120,140,"Oak, Black, Green",False,4.0,32,Product Name: EKET. Category: Wardrobe. Price: 17903. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Ola Wihlborg. Dimensions: 140cm width x 30cm depth x 120cm height.
IKEA00931,EKET,Bed,24732,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,68,217,138,"Oak, Brown, Black",False,3.4,146,Product Name: EKET. Category: Bed. Price: 24732. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: IKEA Design Team. Dimensions: 138cm width x 68cm depth x 217cm height.
IKEA00932,MICKE,TV Unit,32848,Affordable and stylish furniture for everyday use.,Monika Mulder,33,204,42,"Oak, White, Black",True,3.1,23,Product Name: MICKE. Category: TV Unit. Price: 32848. Description: Affordable and stylish furniture for everyday use.. Designer: Monika Mulder. Dimensions: 42cm width x 33cm depth x 204cm height.
IKEA00933,POANG,Bed,16146,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,32,100,87,"Blue, Oak, Green",True,3.4,426,Product Name: POANG. Category: Bed. Price: 16146. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Ola Wihlborg. Dimensions: 87cm width x 32cm depth x 100cm height.
IKEA00934,BRIMNES,Bed,32950,Compact furniture suitable for small apartments.,Jon Karlsson,46,118,193,"Grey, Beige, Green",True,4.5,53,Product Name: BRIMNES. Category: Bed. Price: 32950. Description: Compact furniture suitable for small apartments.. Designer: Jon Karlsson. Dimensions: 193cm width x 46cm depth x 118cm height.
IKEA00935,MALM,Cabinet,46405,Affordable and stylish furniture for everyday use.,Monika Mulder,59,206,91,"Brown, Green, Beige",True,3.3,175,Product Name: MALM. Category: Cabinet. Price: 46405. Description: Affordable and stylish furniture for everyday use.. Designer: Monika Mulder. Dimensions: 91cm width x 59cm depth x 206cm height.
IKEA00936,EKET,Table,1333,Space-saving furniture with easy assembly.,Monika Mulder,74,115,35,"Brown, Green, White",True,4.4,441,Product Name: EKET. Category: Table. Price: 1333. Description: Space-saving furniture with easy assembly.. Designer: Monika Mulder. Dimensions: 35cm width x 74cm depth x 115cm height.
IKEA00937,KALLAX,TV Unit,23577,Minimalist design suitable for modern homes.,Ola Wihlborg,20,155,93,"Green, White, Blue",True,4.1,153,Product Name: KALLAX. Category: TV Unit. Price: 23577. Description: Minimalist design suitable for modern homes.. Designer: Ola Wihlborg. Dimensions: 93cm width x 20cm depth x 155cm height.
IKEA00938,IVAR,Desk,34923,Affordable and stylish furniture for everyday use.,Jon Karlsson,38,54,55,"Grey, Blue, Beige",True,3.9,381,Product Name: IVAR. Category: Desk. Price: 34923. Description: Affordable and stylish furniture for everyday use.. Designer: Jon Karlsson. Dimensions: 55cm width x 38cm depth x 54cm height.
IKEA00939,BESTA,Cabinet,17364,Space-saving furniture with easy assembly.,Monika Mulder,52,123,147,"White, Blue, Brown",True,4.4,461,Product Name: BESTA. Category: Cabinet. Price: 17364. Description: Space-saving furniture with easy assembly.. Designer: Monika Mulder. Dimensions: 147cm width x 52cm depth x 123cm height.
IKEA00940,MICKE,Dining Furniture,39541,Minimalist design suitable for modern homes.,IKEA Design Team,54,205,162,"White, Black, Oak",True,4.3,77,Product Name: MICKE. Category: Dining Furniture. Price: 39541. Description: Minimalist design suitable for modern homes.. Designer: IKEA Design Team. Dimensions: 162cm width x 54cm depth x 205cm height.
IKEA00941,BESTA,Storage,2524,Compact furniture suitable for small apartments.,Ola Wihlborg,75,122,82,"Black, Green, Oak",True,4.9,454,Product Name: BESTA. Category: Storage. Price: 2524. Description: Compact furniture suitable for small apartments.. Designer: Ola Wihlborg. Dimensions: 82cm width x 75cm depth x 122cm height.
IKEA00942,ALEX,Dining Furniture,36210,Minimalist design suitable for modern homes.,Ola Wihlborg,42,97,119,"Beige, Oak, Grey",False,4.9,146,Product Name: ALEX. Category: Dining Furniture. Price: 36210. Description: Minimalist design suitable for modern homes.. Designer: Ola Wihlborg. Dimensions: 119cm width x 42cm depth x 97cm height.
IKEA00943,LACK,Desk,3192,Affordable and stylish furniture for everyday use.,Ola Wihlborg,63,186,61,"Blue, Green, Oak",True,3.6,9,Product Name: LACK. Category: Desk. Price: 3192. Description: Affordable and stylish furniture for everyday use.. Designer: Ola Wihlborg. Dimensions: 61cm width x 63cm depth x 186cm height.
IKEA00944,EKET,Dining Furniture,10141,Minimalist design suitable for modern homes.,Jon Karlsson,86,104,189,"Brown, Green, Oak",True,3.1,155,Product Name: EKET. Category: Dining Furniture. Price: 10141. Description: Minimalist design suitable for modern homes.. Designer: Jon Karlsson. Dimensions: 189cm width x 86cm depth x 104cm height.
IKEA00945,KALLAX,Storage,3182,Compact furniture suitable for small apartments.,Henrik Preutz,95,61,43,"Green, Brown, White",False,3.7,432,Product Name: KALLAX. Category: Storage. Price: 3182. Description: Compact furniture suitable for small apartments.. Designer: Henrik Preutz. Dimensions: 43cm width x 95cm depth x 61cm height.
IKEA00946,KALLAX,Sofa,16976,Compact furniture suitable for small apartments.,Henrik Preutz,56,158,200,"Brown, White, Beige",True,3.3,380,Product Name: KALLAX. Category: Sofa. Price: 16976. Description: Compact furniture suitable for small apartments.. Designer: Henrik Preutz. Dimensions: 200cm width x 56cm depth x 158cm height.
IKEA00947,HEMNES,Bookshelf,38852,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,48,38,151,"Beige, Black, Green",False,3.8,500,Product Name: HEMNES. Category: Bookshelf. Price: 38852. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Henrik Preutz. Dimensions: 151cm width x 48cm depth x 38cm height.
IKEA00948,BILLY,Bed,20292,Affordable and stylish furniture for everyday use.,Henrik Preutz,42,174,141,"Beige, Blue, Grey",True,4.4,107,Product Name: BILLY. Category: Bed. Price: 20292. Description: Affordable and stylish furniture for everyday use.. Designer: Henrik Preutz. Dimensions: 141cm width x 42cm depth x 174cm height.
IKEA00949,LACK,Table,27782,Affordable and stylish furniture for everyday use.,Jon Karlsson,58,108,51,"Grey, Green, Beige",False,4.1,197,Product Name: LACK. Category: Table. Price: 27782. Description: Affordable and stylish furniture for everyday use.. Designer: Jon Karlsson. Dimensions: 51cm width x 58cm depth x 108cm height.
IKEA00950,TROFAST,Bookshelf,6793,Compact furniture suitable for small apartments.,Ola Wihlborg,76,207,110,"Beige, Oak, Brown",False,3.9,497,Product Name: TROFAST. Category: Bookshelf. Price: 6793. Description: Compact furniture suitable for small apartments.. Designer: Ola Wihlborg. Dimensions: 110cm width x 76cm depth x 207cm height.
IKEA00951,PAX,Storage,2312,Affordable and stylish furniture for everyday use.,IKEA Design Team,73,52,65,"Grey, Blue, Black",True,3.3,283,Product Name: PAX. Category: Storage. Price: 2312. Description: Affordable and stylish furniture for everyday use.. Designer: IKEA Design Team. Dimensions: 65cm width x 73cm depth x 52cm height.
IKEA00952,POANG,Bed,4007,Simple design with clean Scandinavian lines.,Monika Mulder,36,133,31,"Green, Blue, Grey",False,4.7,48,Product Name: POANG. Category: Bed. Price: 4007. Description: Simple design with clean Scandinavian lines.. Designer: Monika Mulder. Dimensions: 31cm width x 36cm depth x 133cm height.
IKEA00953,KALLAX,Bed,43089,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,96,54,104,"Green, Beige, Brown",True,3.2,304,Product Name: KALLAX. Category: Bed. Price: 43089. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Henrik Preutz. Dimensions: 104cm width x 96cm depth x 54cm height.
IKEA00954,ALEX,Cabinet,48953,Space-saving furniture with easy assembly.,IKEA Design Team,46,162,66,"Green, Black, Blue",True,3.6,164,Product Name: ALEX. Category: Cabinet. Price: 48953. Description: Space-saving furniture with easy assembly.. Designer: IKEA Design Team. Dimensions: 66cm width x 46cm depth x 162cm height.
IKEA00955,BRIMNES,Sofa,32281,Affordable and stylish furniture for everyday use.,Jon Karlsson,34,47,30,"Brown, Grey, White",True,3.5,58,Product Name: BRIMNES. Category: Sofa. Price: 32281. Description: Affordable and stylish furniture for everyday use.. Designer: Jon Karlsson. Dimensions: 30cm width x 34cm depth x 47cm height.
IKEA00956,EKET,Sofa,33647,Minimalist design suitable for modern homes.,Monika Mulder,27,61,106,"Blue, Oak, Black",True,4.7,284,Product Name: EKET. Category: Sofa. Price: 33647. Description: Minimalist design suitable for modern homes.. Designer: Monika Mulder. Dimensions: 106cm width x 27cm depth x 61cm height.
IKEA00957,LACK,TV Unit,45150,Minimalist design suitable for modern homes.,Ola Wihlborg,35,140,67,"White, Black, Blue",True,3.3,384,Product Name: LACK. Category: TV Unit. Price: 45150. Description: Minimalist design suitable for modern homes.. Designer: Ola Wihlborg. Dimensions: 67cm width x 35cm depth x 140cm height.
IKEA00958,BRIMNES,Cabinet,13629,Minimalist design suitable for modern homes.,Monika Mulder,57,104,200,"Black, Grey, Oak",True,4.3,205,Product Name: BRIMNES. Category: Cabinet. Price: 13629. Description: Minimalist design suitable for modern homes.. Designer: Monika Mulder. Dimensions: 200cm width x 57cm depth x 104cm height.
IKEA00959,PAX,Chair,30905,Minimalist design suitable for modern homes.,Monika Mulder,38,37,102,"Green, White, Grey",False,3.0,160,Product Name: PAX. Category: Chair. Price: 30905. Description: Minimalist design suitable for modern homes.. Designer: Monika Mulder. Dimensions: 102cm width x 38cm depth x 37cm height.
IKEA00960,KALLAX,Dining Furniture,43125,Space-saving furniture with easy assembly.,Ola Wihlborg,76,40,120,"Brown, Oak, Beige",False,3.6,86,Product Name: KALLAX. Category: Dining Furniture. Price: 43125. Description: Space-saving furniture with easy assembly.. Designer: Ola Wihlborg. Dimensions: 120cm width x 76cm depth x 40cm height.
IKEA00961,BESTA,Cabinet,33477,Compact furniture suitable for small apartments.,Henrik Preutz,87,129,161,"Black, Green, Beige",True,3.7,373,Product Name: BESTA. Category: Cabinet. Price: 33477. Description: Compact furniture suitable for small apartments.. Designer: Henrik Preutz. Dimensions: 161cm width x 87cm depth x 129cm height.
IKEA00962,POANG,Wardrobe,30611,Space-saving furniture with easy assembly.,Jon Karlsson,55,198,107,"Blue, White, Beige",False,3.8,246,Product Name: POANG. Category: Wardrobe. Price: 30611. Description: Space-saving furniture with easy assembly.. Designer: Jon Karlsson. Dimensions: 107cm width x 55cm depth x 198cm height.
IKEA00963,POANG,Dining Furniture,12320,Affordable and stylish furniture for everyday use.,Ola Wihlborg,87,96,63,"Beige, Grey, Blue",True,4.2,429,Product Name: POANG. Category: Dining Furniture. Price: 12320. Description: Affordable and stylish furniture for everyday use.. Designer: Ola Wihlborg. Dimensions: 63cm width x 87cm depth x 96cm height.
IKEA00964,PAX,Chair,3443,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,49,54,200,"Black, Oak, Beige",False,3.6,123,Product Name: PAX. Category: Chair. Price: 3443. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Jon Karlsson. Dimensions: 200cm width x 49cm depth x 54cm height.
IKEA00965,TROFAST,Desk,7408,Compact furniture suitable for small apartments.,Monika Mulder,73,46,45,"Grey, White, Blue",True,3.9,196,Product Name: TROFAST. Category: Desk. Price: 7408. Description: Compact furniture suitable for small apartments.. Designer: Monika Mulder. Dimensions: 45cm width x 73cm depth x 46cm height.
IKEA00966,POANG,Dining Furniture,2429,Compact furniture suitable for small apartments.,Henrik Preutz,33,208,145,"Blue, Black, Beige",True,3.4,256,Product Name: POANG. Category: Dining Furniture. Price: 2429. Description: Compact furniture suitable for small apartments.. Designer: Henrik Preutz. Dimensions: 145cm width x 33cm depth x 208cm height.
IKEA00967,EKET,Dining Furniture,19248,Compact furniture suitable for small apartments.,Jon Karlsson,40,141,165,"Oak, White, Grey",True,4.3,347,Product Name: EKET. Category: Dining Furniture. Price: 19248. Description: Compact furniture suitable for small apartments.. Designer: Jon Karlsson. Dimensions: 165cm width x 40cm depth x 141cm height.
IKEA00968,BILLY,Desk,2677,Simple design with clean Scandinavian lines.,Jon Karlsson,20,122,134,"Black, Brown, Green",False,3.4,111,Product Name: BILLY. Category: Desk. Price: 2677. Description: Simple design with clean Scandinavian lines.. Designer: Jon Karlsson. Dimensions: 134cm width x 20cm depth x 122cm height.
IKEA00969,POANG,Storage,33322,Durable furniture with practical storage space.,Henrik Preutz,99,173,65,"Black, Oak, Blue",False,4.7,296,Product Name: POANG. Category: Storage. Price: 33322. Description: Durable furniture with practical storage space.. Designer: Henrik Preutz. Dimensions: 65cm width x 99cm depth x 173cm height.
IKEA00970,BILLY,Table,34397,Durable furniture with practical storage space.,IKEA Design Team,35,157,89,"White, Grey, Blue",True,3.0,425,Product Name: BILLY. Category: Table. Price: 34397. Description: Durable furniture with practical storage space.. Designer: IKEA Design Team. Dimensions: 89cm width x 35cm depth x 157cm height.
IKEA00971,LACK,Bed,26085,Space-saving furniture with easy assembly.,Henrik Preutz,28,70,103,"Black, Grey, Blue",True,4.7,482,Product Name: LACK. Category: Bed. Price: 26085. Description: Space-saving furniture with easy assembly.. Designer: Henrik Preutz. Dimensions: 103cm width x 28cm depth x 70cm height.
IKEA00972,POANG,Cabinet,20961,Minimalist design suitable for modern homes.,Ola Wihlborg,27,169,58,"Green, Brown, Beige",True,3.1,220,Product Name: POANG. Category: Cabinet. Price: 20961. Description: Minimalist design suitable for modern homes.. Designer: Ola Wihlborg. Dimensions: 58cm width x 27cm depth x 169cm height.
IKEA00973,LACK,Desk,22423,Simple design with clean Scandinavian lines.,IKEA Design Team,37,82,170,"Beige, Blue, Green",True,3.5,42,Product Name: LACK. Category: Desk. Price: 22423. Description: Simple design with clean Scandinavian lines.. Designer: IKEA Design Team. Dimensions: 170cm width x 37cm depth x 82cm height.
IKEA00974,TROFAST,TV Unit,40476,Space-saving furniture with easy assembly.,IKEA Design Team,64,48,136,"Black, Grey, Oak",True,3.5,26,Product Name: TROFAST. Category: TV Unit. Price: 40476. Description: Space-saving furniture with easy assembly.. Designer: IKEA Design Team. Dimensions: 136cm width x 64cm depth x 48cm height.
IKEA00975,BILLY,Sofa,33043,Affordable and stylish furniture for everyday use.,Jon Karlsson,64,140,152,"Grey, Blue, Black",True,4.9,18,Product Name: BILLY. Category: Sofa. Price: 33043. Description: Affordable and stylish furniture for everyday use.. Designer: Jon Karlsson. Dimensions: 152cm width x 64cm depth x 140cm height.
IKEA00976,TROFAST,Desk,35507,Affordable and stylish furniture for everyday use.,Monika Mulder,22,171,153,"White, Oak, Blue",True,3.9,223,Product Name: TROFAST. Category: Desk. Price: 35507. Description: Affordable and stylish furniture for everyday use.. Designer: Monika Mulder. Dimensions: 153cm width x 22cm depth x 171cm height.
IKEA00977,MICKE,Table,8073,Minimalist design suitable for modern homes.,IKEA Design Team,98,124,120,"Oak, Brown, Green",True,3.5,52,Product Name: MICKE. Category: Table. Price: 8073. Description: Minimalist design suitable for modern homes.. Designer: IKEA Design Team. Dimensions: 120cm width x 98cm depth x 124cm height.
IKEA00978,POANG,Sofa,15383,Minimalist design suitable for modern homes.,Ola Wihlborg,92,41,33,"Oak, Blue, White",True,3.1,229,Product Name: POANG. Category: Sofa. Price: 15383. Description: Minimalist design suitable for modern homes.. Designer: Ola Wihlborg. Dimensions: 33cm width x 92cm depth x 41cm height.
IKEA00979,MALM,Bed,3364,Durable furniture with practical storage space.,Henrik Preutz,97,197,92,"Grey, Black, Green",False,4.0,67,Product Name: MALM. Category: Bed. Price: 3364. Description: Durable furniture with practical storage space.. Designer: Henrik Preutz. Dimensions: 92cm width x 97cm depth x 197cm height.
IKEA00980,ALEX,Chair,5504,Durable furniture with practical storage space.,Ola Wihlborg,46,156,121,"Oak, Green, Beige",True,4.9,404,Product Name: ALEX. Category: Chair. Price: 5504. Description: Durable furniture with practical storage space.. Designer: Ola Wihlborg. Dimensions: 121cm width x 46cm depth x 156cm height.
IKEA00981,MICKE,Bed,43336,Compact furniture suitable for small apartments.,Ola Wihlborg,54,111,168,"Black, White, Brown",False,4.4,323,Product Name: MICKE. Category: Bed. Price: 43336. Description: Compact furniture suitable for small apartments.. Designer: Ola Wihlborg. Dimensions: 168cm width x 54cm depth x 111cm height.
IKEA00982,EKET,Bed,5640,Compact furniture suitable for small apartments.,Jon Karlsson,86,89,108,"Oak, White, Brown",True,3.1,125,Product Name: EKET. Category: Bed. Price: 5640. Description: Compact furniture suitable for small apartments.. Designer: Jon Karlsson. Dimensions: 108cm width x 86cm depth x 89cm height.
IKEA00983,BRIMNES,Storage,43091,Simple design with clean Scandinavian lines.,Monika Mulder,34,35,157,"White, Brown, Blue",False,3.6,499,Product Name: BRIMNES. Category: Storage. Price: 43091. Description: Simple design with clean Scandinavian lines.. Designer: Monika Mulder. Dimensions: 157cm width x 34cm depth x 35cm height.
IKEA00984,BILLY,Sofa,18789,Simple design with clean Scandinavian lines.,Ola Wihlborg,69,156,34,"Blue, Oak, Green",True,3.4,199,Product Name: BILLY. Category: Sofa. Price: 18789. Description: Simple design with clean Scandinavian lines.. Designer: Ola Wihlborg. Dimensions: 34cm width x 69cm depth x 156cm height.
IKEA00985,MALM,Dining Furniture,28750,Affordable and stylish furniture for everyday use.,IKEA Design Team,59,38,168,"Beige, White, Grey",True,4.8,469,Product Name: MALM. Category: Dining Furniture. Price: 28750. Description: Affordable and stylish furniture for everyday use.. Designer: IKEA Design Team. Dimensions: 168cm width x 59cm depth x 38cm height.
IKEA00986,LACK,TV Unit,14690,Simple design with clean Scandinavian lines.,IKEA Design Team,63,215,189,"Blue, Green, Oak",True,4.6,288,Product Name: LACK. Category: TV Unit. Price: 14690. Description: Simple design with clean Scandinavian lines.. Designer: IKEA Design Team. Dimensions: 189cm width x 63cm depth x 215cm height.
IKEA00987,PAX,Dining Furniture,19335,Simple design with clean Scandinavian lines.,Ola Wihlborg,79,138,176,"Grey, Black, Oak",False,4.5,478,Product Name: PAX. Category: Dining Furniture. Price: 19335. Description: Simple design with clean Scandinavian lines.. Designer: Ola Wihlborg. Dimensions: 176cm width x 79cm depth x 138cm height.
IKEA00988,HEMNES,Table,1494,Durable furniture with practical storage space.,Henrik Preutz,30,93,168,"Grey, Brown, Green",False,3.1,145,Product Name: HEMNES. Category: Table. Price: 1494. Description: Durable furniture with practical storage space.. Designer: Henrik Preutz. Dimensions: 168cm width x 30cm depth x 93cm height.
IKEA00989,BESTA,Bed,43702,Durable furniture with practical storage space.,Ola Wihlborg,21,61,108,"Beige, Blue, Brown",True,3.9,13,Product Name: BESTA. Category: Bed. Price: 43702. Description: Durable furniture with practical storage space.. Designer: Ola Wihlborg. Dimensions: 108cm width x 21cm depth x 61cm height.
IKEA00990,EKET,Sofa,31067,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,81,193,172,"Oak, Green, White",True,3.6,317,Product Name: EKET. Category: Sofa. Price: 31067. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Henrik Preutz. Dimensions: 172cm width x 81cm depth x 193cm height.
IKEA00991,MICKE,Wardrobe,4696,Minimalist design suitable for modern homes.,Jon Karlsson,53,100,96,"Green, Black, Blue",True,3.3,321,Product Name: MICKE. Category: Wardrobe. Price: 4696. Description: Minimalist design suitable for modern homes.. Designer: Jon Karlsson. Dimensions: 96cm width x 53cm depth x 100cm height.
IKEA00992,ALEX,Sofa,15747,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,43,205,159,"Green, Grey, Brown",True,4.1,121,Product Name: ALEX. Category: Sofa. Price: 15747. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: IKEA Design Team. Dimensions: 159cm width x 43cm depth x 205cm height.
IKEA00993,KALLAX,Bed,17370,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,89,213,41,"Oak, Brown, White",True,4.0,62,Product Name: KALLAX. Category: Bed. Price: 17370. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Henrik Preutz. Dimensions: 41cm width x 89cm depth x 213cm height.
IKEA00994,MICKE,Chair,16029,Compact furniture suitable for small apartments.,Henrik Preutz,93,125,136,"Black, Beige, Oak",True,3.3,172,Product Name: MICKE. Category: Chair. Price: 16029. Description: Compact furniture suitable for small apartments.. Designer: Henrik Preutz. Dimensions: 136cm width x 93cm depth x 125cm height.
IKEA00995,POANG,Wardrobe,22452,Minimalist design suitable for modern homes.,Henrik Preutz,80,105,189,"White, Black, Brown",True,3.6,81,Product Name: POANG. Category: Wardrobe. Price: 22452. Description: Minimalist design suitable for modern homes.. Designer: Henrik Preutz. Dimensions: 189cm width x 80cm depth x 105cm height.
IKEA00996,POANG,Sofa,7461,Affordable and stylish furniture for everyday use.,Jon Karlsson,60,160,160,"Beige, Black, Oak",True,4.3,81,Product Name: POANG. Category: Sofa. Price: 7461. Description: Affordable and stylish furniture for everyday use.. Designer: Jon Karlsson. Dimensions: 160cm width x 60cm depth x 160cm height.
IKEA00997,PAX,Dining Furniture,5639,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,92,158,177,"Blue, Grey, Beige",True,4.7,275,Product Name: PAX. Category: Dining Furniture. Price: 5639. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Jon Karlsson. Dimensions: 177cm width x 92cm depth x 158cm height.
IKEA00998,TROFAST,Sofa,40286,Minimalist design suitable for modern homes.,Ola Wihlborg,86,142,111,"Grey, Black, Green",True,4.8,173,Product Name: TROFAST. Category: Sofa. Price: 40286. Description: Minimalist design suitable for modern homes.. Designer: Ola Wihlborg. Dimensions: 111cm width x 86cm depth x 142cm height.
IKEA00999,HEMNES,Wardrobe,15630,Minimalist design suitable for modern homes.,Henrik Preutz,34,207,91,"Green, Beige, Oak",True,3.2,291,Product Name: HEMNES. Category: Wardrobe. Price: 15630. Description: Minimalist design suitable for modern homes.. Designer: Henrik Preutz. Dimensions: 91cm width x 34cm depth x 207cm height.
IKEA01000,MICKE,Chair,24242,Space-saving furniture with easy assembly.,Monika Mulder,97,88,144,"Blue, Black, Grey",True,4.9,130,Product Name: MICKE. Category: Chair. Price: 24242. Description: Space-saving furniture with easy assembly.. Designer: Monika Mulder. Dimensions: 144cm width x 97cm depth x 88cm height.
IKEA01001,TROFAST,Bookshelf,44677,Affordable and stylish furniture for everyday use.,Jon Karlsson,97,96,103,"Beige, Brown, White",True,3.8,263,Product Name: TROFAST. Category: Bookshelf. Price: 44677. Description: Affordable and stylish furniture for everyday use.. Designer: Jon Karlsson. Dimensions: 103cm width x 97cm depth x 96cm height.
IKEA01002,MALM,TV Unit,32886,Space-saving furniture with easy assembly.,Jon Karlsson,43,146,33,"Brown, White, Oak",True,4.5,369,Product Name: MALM. Category: TV Unit. Price: 32886. Description: Space-saving furniture with easy assembly.. Designer: Jon Karlsson. Dimensions: 33cm width x 43cm depth x 146cm height.
IKEA01003,EKET,Chair,8782,Simple design with clean Scandinavian lines.,IKEA Design Team,75,36,72,"Black, Green, Grey",False,4.8,186,Product Name: EKET. Category: Chair. Price: 8782. Description: Simple design with clean Scandinavian lines.. Designer: IKEA Design Team. Dimensions: 72cm width x 75cm depth x 36cm height.
IKEA01004,MALM,Bookshelf,46172,Affordable and stylish furniture for everyday use.,Jon Karlsson,57,60,116,"Beige, Grey, Blue",True,5.0,28,Product Name: MALM. Category: Bookshelf. Price: 46172. Description: Affordable and stylish furniture for everyday use.. Designer: Jon Karlsson. Dimensions: 116cm width x 57cm depth x 60cm height.
IKEA01005,BILLY,Wardrobe,29917,Minimalist design suitable for modern homes.,Monika Mulder,75,104,152,"Brown, Beige, Black",True,3.3,8,Product Name: BILLY. Category: Wardrobe. Price: 29917. Description: Minimalist design suitable for modern homes.. Designer: Monika Mulder. Dimensions: 152cm width x 75cm depth x 104cm height.
IKEA01006,POANG,TV Unit,24739,Space-saving furniture with easy assembly.,Monika Mulder,68,112,142,"Brown, Grey, Beige",True,4.9,54,Product Name: POANG. Category: TV Unit. Price: 24739. Description: Space-saving furniture with easy assembly.. Designer: Monika Mulder. Dimensions: 142cm width x 68cm depth x 112cm height.
IKEA01007,HEMNES,Bed,32827,Durable furniture with practical storage space.,IKEA Design Team,92,162,164,"Blue, Brown, Green",False,3.6,96,Product Name: HEMNES. Category: Bed. Price: 32827. Description: Durable furniture with practical storage space.. Designer: IKEA Design Team. Dimensions: 164cm width x 92cm depth x 162cm height.
IKEA01008,MALM,Sofa,48643,Space-saving furniture with easy assembly.,Jon Karlsson,75,162,101,"Beige, White, Brown",True,3.3,152,Product Name: MALM. Category: Sofa. Price: 48643. Description: Space-saving furniture with easy assembly.. Designer: Jon Karlsson. Dimensions: 101cm width x 75cm depth x 162cm height.
IKEA01009,LACK,Storage,29263,Compact furniture suitable for small apartments.,Jon Karlsson,56,96,185,"Black, Green, Beige",True,3.3,110,Product Name: LACK. Category: Storage. Price: 29263. Description: Compact furniture suitable for small apartments.. Designer: Jon Karlsson. Dimensions: 185cm width x 56cm depth x 96cm height.
IKEA01010,MICKE,Cabinet,49969,Compact furniture suitable for small apartments.,IKEA Design Team,96,40,168,"Oak, White, Green",True,3.7,149,Product Name: MICKE. Category: Cabinet. Price: 49969. Description: Compact furniture suitable for small apartments.. Designer: IKEA Design Team. Dimensions: 168cm width x 96cm depth x 40cm height.
IKEA01011,POANG,Bookshelf,48477,Minimalist design suitable for modern homes.,Ola Wihlborg,36,146,105,"Black, Beige, Blue",True,3.9,226,Product Name: POANG. Category: Bookshelf. Price: 48477. Description: Minimalist design suitable for modern homes.. Designer: Ola Wihlborg. Dimensions: 105cm width x 36cm depth x 146cm height.
IKEA01012,EKET,Bed,6191,Simple design with clean Scandinavian lines.,Jon Karlsson,55,217,59,"Beige, Blue, White",True,4.5,172,Product Name: EKET. Category: Bed. Price: 6191. Description: Simple design with clean Scandinavian lines.. Designer: Jon Karlsson. Dimensions: 59cm width x 55cm depth x 217cm height.
